Item,Qty,Reference(s),Value,Footprint,Description,Note
1,8,"D1, D2, D3, D4, D5, D6, D7, D8",LXZ1-PB01,LXZ1-PB01,LED LUXEON Z BLUE 470NM SMD,Blue
